suttacode	pts	english_title	pali_title	nikayacode	collection_name	chaptercode	chapter_name	vagga	samyutta	section	main_theme	subtopic	summary	key_excerpt1	key_excerpt2	similes	stage	training	aspect	teacher	audience	method	length	prominence	formulas	nikayas_parallels	āgamas_parallels	taisho_parallels	sanskrit_parallels	vinaya_parallels	others_parallels	partial_parallels_nā	partial_parallels_all	suggested_suttas	suttacentral	dhamma.gift	thebuddhaswords	dhammapearls	bw_legacy								
Today’s the day to keenly work, who knows, tomorrow may bring death!"	Consciousness doesn’t get tied up there with desire and lust, thinking: ‘in the past or future I had/ will such eyes and such sights, such ears and such sounds … such a nose and such smells … such a tongue and such tastes … such a body and such touches … such a mind and such thoughts’ so you don’t take pleasure in that	Someone looking for heartwood, pass the heartwood and took the branches like bhikkhus not asking to the Buddha the meaning	Final	Paññā	Training	Kaccana	Bhikkhus	Lecture	Detail	Low			MA165	T1362			D313; D617; D974	MN131; MN132; MN134; MA165; JA538	SAG:SAG41.1; MN131:3.1-#3.5; MN132:3.2-#3.6; MN134:3.1-#3.5; D313; MA165; D617; D974; T1362; NE37:216.1-#219.1; THA-AP550:20.1-#23.1; MN131:3.1-#3.13; MN132:3.2-#3.14; MN134:3.1-#3.13; JA538:121.1; MND10:13.1	MN 131, MN 132, MN 133, MN 134	https://suttacentral.net/mn133/en/sujato	https://dhamma.gift/read/?q=mn133	https://thebuddhaswords.net/mn/mn133.html		https://find.dhamma.gift/bw/mn/mn133.html#content								
MN134	M iii 199	Lomasakaṅgiya and One Fine Night	Lomasakaṅgiyabhaddekaratta Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Aggregates	Present moment	A monk who does not know the verses from mn 131 is encouraged by a deity to learn them	"But that which is present he discerns —
With insight as and when it comes.
The immovable — the-non-irritable.
In that state should the wise one grow
Today itself should one bestir
Tomorrow"	Don’t regard form as self, self as having form, form in self, or self in form. They Don’t regard feeling … perception … choices …consciousness		Final	Paññā	Training	Buddha	Bhikkhus	Lecture	Detail	Low			MA166	T77				MN131; MN132; MN133; MA166; JA538	SAG:SAG41.1; MN131:3.1-#3.5; MN132:3.2-#3.6; MN133:5.1-#5.5; MA166; T77; NE37:216.1-#219.1; THA-AP550:20.1-#23.1; MN131:3.1-#3.13; MN132:3.2-#3.14; MN133:5.1-#5.13; JA538:121.1	MN 131 - 134, MA 164- 167	https://suttacentral.net/mn134/en/sujato	https://dhamma.gift/read/?q=mn134	https://thebuddhaswords.net/mn/mn134.html		https://find.dhamma.gift/bw/mn/mn134.html#content								
MN135	M iii 202	Shorter Analysis of Deeds	Cūḷakammavibhaṅga Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Kamma	Birth conditions	The Buddha  explains to a brahmin how your deeds in past lives affect you in this life	It is the way people live that makes them how they are. Sentient beings are the owners of their deeds and heir to their deeds. Deeds are their womb, their relative, and their refuge. It Is deeds that divide beings intoinferior and superior	The way leading to a short life: to be a killer of living beings, to a long life: to have abandoned the killing, to sickliness: to be one who harms beings, to health: not to be one who harms beings, to ugliness: to be ill-tempered & easily upset, to beauty: not to be ill-tempered or easily upset; not being influential: to be envious, being influential: not to be envious, to poverty: not to be a giver, great wealth: to be a giver,  a low birth: to be obstinate & arrogant, to a high birth: not to obstinate or arrogant, to stupidity: when visiting a  contemplative, not to ask, to discernment asking		Intro	Sīla	Practical	Buddha	Brahmins	Lecture	Detail	High		MN99	MA152; MA170	T755; T78; T79; T80; T81	SF76; SF85; SF87; SF88; SF98; SHT-SUTTA67		D338; KF10	MA170; MN99; MA152	KF10; D338; MA170; SHT-SUTTA67; T755; T78; T79; T80; T81; SF76; SF85; SF87; SF88; SF98; MN99; MA152; MIL3.4.4:2.1; T1670B2.38	MN 136, AN 8.40, AN 5.199	https://suttacentral.net/mn135/en/sujato	https://dhamma.gift/read/?q=mn135	https://thebuddhaswords.net/mn/mn135.html		https://find.dhamma.gift/bw/mn/mn135.html#content								
MN136	M iii 207	Longer Analysis of Deeds	Mahākammavibhaṅga Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Kamma	Actions, Good and bad	Confronted with an overly simplistic version of his own teachings, the Buddha  emphasizes the often overlooked nuances and qualifications in how karma plays out.	"After doing an intentional deed to be experienced as painful by way of body, speech, or mind, one feels pain
It seems that there is such a thing as bad deeds, and the result of bad conduct, as well as good conduct, and good results, or they say  they say: ‘I have seen a person reborn I hell or heaven  I grant them that
There are deeds that are ineffective and appear ineffective. There are deeds that are ineffective but appear effective. There are deeds that are effective and appear effective. And there are deeds that are effective but appear ineffective"	"Person here kills living creatures, steals, and commits sexual misconduct. They use speech that’s false, divisive, harsh, or nonsensical. And they’re covetous, malicious, and have wrong view. 
But when they say: ‘it seems that everyone who refrains from killing living creatures … and has right view is reborn in hell,’ I don’t grant them that or the opposite in heaven,  or there is not results of bad deeds
They must have done a good deed to be experienced as pleasant either previously or later, or else at the time of death they undertook right view, or they experiences the result of that in the present life, or in the next life, or in some subsequent period."		Middle	Sīla	Practical	Buddha	Ananda	Lecture	Detail	High			MA171	T1509.24B	UP5.003			MA171	MA171; T1509.24B; UP5.003; NE9:37.1; KV8.9:40.1	MN 41; MN 135; SN 42.13; AN 3.61; AN 4.77; AN 6.63; AN 8.40.	https://suttacentral.net/mn136/en/sujato	https://dhamma.gift/read/?q=mn136	https://thebuddhaswords.net/mn/mn136.html		https://find.dhamma.gift/bw/mn/mn136.html#content								
MN136	M iii 207	Longer Analysis of Deeds	Mahākammavibhaṅga Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Kamma	Dogma from generalizations	Confronted with an overly simplistic version of his own teachings, the Buddha  emphasizes the often overlooked nuances and qualifications in how karma plays out.	"After doing an intentional deed to be experienced as painful by way of body, speech, or mind, one feels pain
It seems that there is such a thing as bad deeds, and the result of bad conduct, as well as good conduct, and good results, or they say  they say: ‘I have seen a person reborn I hell or heaven  I grant them that
There are deeds that are ineffective and appear ineffective. There are deeds that are ineffective but appear effective. There are deeds that are effective and appear effective. And there are deeds that are effective but appear ineffective"	"Person here kills living creatures, steals, and commits sexual misconduct. They use speech that’s false, divisive, harsh, or nonsensical. And they’re covetous, malicious, and have wrong view. 
But when they say: ‘it seems that everyone who refrains from killing living creatures … and has right view is reborn in hell,’ I don’t grant them that or the opposite in heaven,  or there is not results of bad deeds
They must have done a good deed to be experienced as pleasant either previously or later, or else at the time of death they undertook right view, or they experiences the result of that in the present life, or in the next life, or in some subsequent period."		Middle	Sīla	Practical	Buddha	Ananda	Lecture	Detail	High			MA171	T1509.24B	UP5.003			MA171	MA171; T1509.24B; UP5.003; NE9:37.1; KV8.9:40.1	MN 41; MN 135; SN 42.13; AN 3.61; AN 4.77; AN 6.63; AN 8.40.	https://suttacentral.net/mn136/en/sujato	https://dhamma.gift/read/?q=mn136	https://thebuddhaswords.net/mn/mn136.html		https://find.dhamma.gift/bw/mn/mn136.html#content								
MN136	M iii 207	Longer Analysis of Deeds	Mahākammavibhaṅga Sutta	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Kamma	Kamma complexity	Confronted with an overly simplistic version of his own teachings, the Buddha  emphasizes the often overlooked nuances and qualifications in how karma plays out.	"After doing an intentional deed to be experienced as painful by way of body, speech, or mind, one feels pain
It seems that there is such a thing as bad deeds, and the result of bad conduct, as well as good conduct, and good results, or they say  they say: ‘I have seen a person reborn I hell or heaven  I grant them that
There are deeds that are ineffective and appear ineffective. There are deeds that are ineffective but appear effective. There are deeds that are effective and appear effective. And there are deeds that are effective but appear ineffective"	"Person here kills living creatures, steals, and commits sexual misconduct. They use speech that’s false, divisive, harsh, or nonsensical. And they’re covetous, malicious, and have wrong view. 
But when they say: ‘it seems that everyone who refrains from killing living creatures … and has right view is reborn in hell,’ I don’t grant them that or the opposite in heaven,  or there is not results of bad deeds
They must have done a good deed to be experienced as pleasant either previously or later, or else at the time of death they undertook right view, or they experiences the result of that in the present life, or in the next life, or in some subsequent period."		Middle	Sīla	Practical	Buddha	Ananda	Lecture	Detail	High			MA171	T1509.24B	UP5.003			MA171	MA171; T1509.24B; UP5.003; NE9:37.1; KV8.9:40.1	MN 41; MN 135; SN 42.13; AN 3.61; AN 4.77; AN 6.63; AN 8.40.	https://suttacentral.net/mn136/en/sujato	https://dhamma.gift/read/?q=mn136	https://thebuddhaswords.net/mn/mn136.html		https://find.dhamma.gift/bw/mn/mn136.html#content								
MN137	M iii 215	Analysis of the Six Sense Fields	Saḷāyatanavibhaṅga 	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			6 Senses	6 Senses analysis	"A detailed analysis of the six senses and the relation to emotional and cognitive processes
A discussion of the emotions: where they come from, how they function in the path of practice, and how they manifest in an awakened person who is fit to teach others"	"6 internal, 6 external, 6 consciousness, 6 contacts
18 mental preoccupations 
36 positions of sentient beings
Relying on this, give up that
The teacher teaches the Dhamma out of kindness and compassion and remains unaffected, mindful and aware.
He guides a person in training to proceeds in eight directions"	"Eye, ear, nose, tongue, body, and mind.
Happiness, sadness & equanimity  of each senses
Laypeople and renunciate happiness, sadness & equanimity  of each senses
Relying on renunciates positions give up laypeople, then on happiness give up sadness, then on equanimity give up happiness, then on unity, and finally rely on non-identification
Whether his students follow him or not
Having physical form, they see visions, not perceiving physical form internally, they see visions externally, focused only on beauty, dimension of infinite space, infinite consciousness, nothingness, neither perception nor non-perception, the cessation of perception and feeling"	Trainer of elephants or horses, like trainer of meditation  	Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail	High	4 arūpas	AN1.447-454; AN8.120; AN8.66	MA163		SHT-SUTTA72		ARV4	AN8.120; AN1.447-454; AN8.66; DN16; DN15; MN77; DN34; DN33; MN148; MA163	AN8.120; AN1.447-454; AN8.66; DN16:3.33.1; T1536.18:T0443A26-#T0445B13; DN15:35.1; MN77:22.1; DN34:2.1.190-#2.1.206; DN33:3.1.168-#3.1.183; ARV4; DN33:2.2.4-#2.2.6; MN148:4.1-#5.1; MA163; SHT-SUTTA72	AN 3.61, AN 3.99, AN 3.99, SN 42.8, MN 140	https://suttacentral.net/mn137/en/sujato	https://dhamma.gift/read/?q=mn137	https://thebuddhaswords.net/mn/mn137.html		https://find.dhamma.gift/bw/mn/mn137.html#content								
MN137	M iii 215	Analysis of the Six Sense Fields	Saḷāyatanavibhaṅga 	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Feelings	Emotions	"A detailed analysis of the six senses and the relation to emotional and cognitive processes
A discussion of the emotions: where they come from, how they function in the path of practice, and how they manifest in an awakened person who is fit to teach others"	"6 internal, 6 external, 6 consciousness, 6 contacts
18 mental preoccupations 
36 positions of sentient beings
Relying on this, give up that
The teacher teaches the Dhamma out of kindness and compassion and remains unaffected, mindful and aware.
He guides a person in training to proceeds in eight directions"	"Eye, ear, nose, tongue, body, and mind.
Happiness, sadness & equanimity  of each senses
Laypeople and renunciate happiness, sadness & equanimity  of each senses
Relying on renunciates positions give up laypeople, then on happiness give up sadness, then on equanimity give up happiness, then on unity, and finally rely on non-identification
Whether his students follow him or not
Having physical form, they see visions, not perceiving physical form internally, they see visions externally, focused only on beauty, dimension of infinite space, infinite consciousness, nothingness, neither perception nor non-perception, the cessation of perception and feeling"	Trainer of elephants or horses, like trainer of meditation  	Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail	High	4 arūpas	AN1.447-454; AN8.120; AN8.66	MA163		SHT-SUTTA72		ARV4	AN8.120; AN1.447-454; AN8.66; DN16; DN15; MN77; DN34; DN33; MN148; MA163	AN8.120; AN1.447-454; AN8.66; DN16:3.33.1; T1536.18:T0443A26-#T0445B13; DN15:35.1; MN77:22.1; DN34:2.1.190-#2.1.206; DN33:3.1.168-#3.1.183; ARV4; DN33:2.2.4-#2.2.6; MN148:4.1-#5.1; MA163; SHT-SUTTA72	AN 3.61, AN 3.99, AN 3.99, SN 42.8, MN 140	https://suttacentral.net/mn137/en/sujato	https://dhamma.gift/read/?q=mn137	https://thebuddhaswords.net/mn/mn137.html		https://find.dhamma.gift/bw/mn/mn137.html#content								
MN137	M iii 215	Analysis of the Six Sense Fields	Saḷāyatanavibhaṅga 	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Dependent origination	Positions of beings	"A detailed analysis of the six senses and the relation to emotional and cognitive processes
A discussion of the emotions: where they come from, how they function in the path of practice, and how they manifest in an awakened person who is fit to teach others"	"6 internal, 6 external, 6 consciousness, 6 contacts
18 mental preoccupations 
36 positions of sentient beings
Relying on this, give up that
The teacher teaches the Dhamma out of kindness and compassion and remains unaffected, mindful and aware.
He guides a person in training to proceeds in eight directions"	"Eye, ear, nose, tongue, body, and mind.
Happiness, sadness & equanimity  of each senses
Laypeople and renunciate happiness, sadness & equanimity  of each senses
Relying on renunciates positions give up laypeople, then on happiness give up sadness, then on equanimity give up happiness, then on unity, and finally rely on non-identification
Whether his students follow him or not
Having physical form, they see visions, not perceiving physical form internally, they see visions externally, focused only on beauty, dimension of infinite space, infinite consciousness, nothingness, neither perception nor non-perception, the cessation of perception and feeling"	Trainer of elephants or horses, like trainer of meditation  	Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail	High	4 arūpas	AN1.447-454; AN8.120; AN8.66	MA163		SHT-SUTTA72		ARV4	AN8.120; AN1.447-454; AN8.66; DN16; DN15; MN77; DN34; DN33; MN148; MA163	AN8.120; AN1.447-454; AN8.66; DN16:3.33.1; T1536.18:T0443A26-#T0445B13; DN15:35.1; MN77:22.1; DN34:2.1.190-#2.1.206; DN33:3.1.168-#3.1.183; ARV4; DN33:2.2.4-#2.2.6; MN148:4.1-#5.1; MA163; SHT-SUTTA72	AN 3.61, AN 3.99, AN 3.99, SN 42.8, MN 140	https://suttacentral.net/mn137/en/sujato	https://dhamma.gift/read/?q=mn137	https://thebuddhaswords.net/mn/mn137.html		https://find.dhamma.gift/bw/mn/mn137.html#content								
MN137	M iii 215	Analysis of the Six Sense Fields	Saḷāyatanavibhaṅga 	MN	Majjhima Nikāya	MN131-140	Analysis	Vibhaṅgavagga			Spirituality	Abandon	"A detailed analysis of the six senses and the relation to emotional and cognitive processes
A discussion of the emotions: where they come from, how they function in the path of practice, and how they manifest in an awakened person who is fit to teach others"	"6 internal, 6 external, 6 consciousness, 6 contacts
18 mental preoccupations 
36 positions of sentient beings
Relying on this, give up that
The teacher teaches the Dhamma out of kindness and compassion and remains unaffected, mindful and aware.
He guides a person in training to proceeds in eight directions"	"Eye, ear, nose, tongue, body, and mind.
Happiness, sadness & equanimity  of each senses
Laypeople and renunciate happiness, sadness & equanimity  of each senses
Relying on renunciates positions give up laypeople, then on happiness give up sadness, then on equanimity give up happiness, then on unity, and finally rely on non-identification
Whether his students follow him or not
Having physical form, they see visions, not perceiving physical form internally, they see visions externally, focused only on beauty, dimension of infinite space, infinite consciousness, nothingness, neither perception nor non-perception, the cessation of perception and feeling"	Trainer of elephants or horses, like trainer of meditation  	Final	Paññā	Training	Buddha	Bhikkhus	Lecture	Detail	High	4 arūpas	AN1.447-454; AN8.120; AN8.66	MA163		SHT-SUTTA72		ARV4	AN8.120; AN1.447-454; AN8.66; DN16; DN15; MN77; DN34; DN33; MN148; MA163	AN8.120; AN1.447-454; AN8.66; DN16:3.33.1; T1536.18:T0443A26-#T0445B13; DN15:35.1; MN77:22.1; DN34:2.1.190-#2.1.206; DN33:3.1.168-#3.1.183; ARV4; DN33:2.2.4-#2.2.6; MN148:4.1-#5.1; MA163; SHT-SUTTA72	AN 3.61, AN 3.99, AN 3.99, SN 42.8, MN 140	https://suttacentral.net/mn137/en/sujato	https://dhamma.gift/read/?q=mn137	https://thebuddhaswords.net/mn/mn137.html		https://find.dhamma.gift/bw/mn/mn137.html#content								
